Geographic_ area,Indicator,Sex,Time period,Observation Value,Unit of measure of deaths,,,Lower Bound,Upper Bound
 Nigeria,IM_YFV: Percentage of surviving infants who received yellow fever- containing vaccine (for countries at risk and where the vaccine is in the national schedule), Total,2010,50,PCNT: %,,,369760,449808
Zimbabwe,CME_MRM0: Neonatal mortality rate, Total,2010,32.01404667,"D_PER_1000_B: Deaths per 1,000 live births",,,367825,457352
Zimbabwe,CME_MRM1T11: Mortality rate age 1-11 months, Total,2010,21.1318527,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,364862,465506
Zimbabwe,CME_MRM1T59: Mortality rate 1-59 months, Total,2010,55.13782307,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,361034,475196
Zimbabwe,CME_MRY0: Infant mortality rate, Total,2010,52.46938325,"D_PER_1000_B: Deaths per 1,000 live births",,,355619,487130
Zimbabwe,CME_MRY0T4: Under-five mortality rate, Total,2010,85.3866849,"D_PER_1000_B: Deaths per 1,000 live births",,,348279,500036
Zimbabwe,CME_MRY10T14: Mortality rate age 10-14, Total,2010,7.51000829,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,339149,509672
Zimbabwe,CME_MRY10T19: Mortality rate age 10-19, Total,2010,17.73862412,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,435790,509399
Zimbabwe,CME_MRY15T19: Mortality rate age 15-19, Total,2010,10.30601408,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,434067,512350
Zimbabwe,CME_MRY15T24: Mortality rate age 15-24, Total,2010,29.22358696,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,431640,516596
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years), Total,2010,34.7400929,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,429599,523092
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24, Total,2010,19.11456788,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,426988,531114
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years), Total,2010,15.29363341,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,422871,539033
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24, Total,2010,44.07028555,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,418000,550402
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9, Total,2010,7.842522533,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,411480,562239
Zimbabwe,CME_PND: Neonatal deaths as a percentage of under-five deaths, Total,2010,0.391815411,PCNT: %,,,403434,576037
Zimbabwe,CME_SB: Stillbirths, Total,2010,11955,STILLBIRTHS: Number of stillbirths,,,392920,588063
Zimbabwe,CME_SBR: Stillbirth rate, Total,2010,24.38053106,"SB_PER_1000_B: Stillbirths per 1,000 total births",,,811430,945397
Zimbabwe,CME_TMM0: Neonatal deaths, Total,2010,15300,D: Number of deaths,,,807932,951066
Zimbabwe,CME_TMM1T11: Deaths age 1-11 months, Total,2010,9325,D: Number of deaths,,,803625,959019
Zimbabwe,CME_TMM1T59: Deaths age 1-59 months, Total,2010,23749,D: Number of deaths,,,800040,972345
Zimbabwe,CME_TMY0: Infant deaths, Total,2010,24625,D: Number of deaths,,,796008,987290
Zimbabwe,CME_TMY0T4: Under-five deaths, Total,2010,39049,D: Number of deaths,,,789218,1003295
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14, Total,2010,2500,D: Number of deaths,,,780747,1025231
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19, Total,2010,5375,D: Number of deaths,,,768152,1048401
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19, Total,2010,2875,D: Number of deaths,,,753109,1073170
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24, Total,2010,7826,D: Number of deaths,,,733739,1097306
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years), Total,2010,14424,D: Number of deaths,,,8509,22192
Zimbabwe,CME_TMY20T24: Deaths aged 20 to 24, Total,2010,4951,D: Number of deaths,,,8348,22606
Zimbabwe,CME_TMY5T14: Deaths (children aged 5-14), Total,2010,5432,D: Number of deaths,,,8170,23041
Zimbabwe,CME_TMY5T24: Deaths aged 5 to 24, Total,2010,13258,D: Number of deaths,,,7991,23558
Zimbabwe,CME_TMY5T9: Deaths aged 5 to 9, Total,2010,2932,D: Number of deaths,,,7843,24248
Zimbabwe,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART, Total,2010,14000,NUMBER: Number,,,7611,25119
Zimbabwe,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART, Total,2010,13.3,PCNT: %,,,7356,25964
Zimbabwe,HVA_EPI_DTH_ANN_0-19: Estimated number of annual AIDS-related deaths (children aged 0-19 years), Total,2010,14000,NUMBER: Number,,,7046,26808
Zimbabwe,HVA_EPI_DTH_ANN_15-24: Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years), Total,2010,3400,NUMBER: Number,,,6637,27789
Zimbabwe,"HVA_EPI_DTH_RT: Estimated rate of annual AIDS-related deaths (per 100,000 population)", Total,2010,115.65,"RATE_100000: Rate per 100,000 of Population",,,6211,29007
Zimbabwe,"HVA_EPI_DTH_RT_0-14: Estimated rate of annual AIDS-related deaths (per 100,000 population, children aged 0-14 years)", Total,2010,254.26,"RATE_100000: Rate per 100,000 of Population",,,9204,23935
Zimbabwe,"HVA_EPI_DTH_RT_10-19: Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)", Total,2010,120.19,"RATE_100000: Rate per 100,000 of Population",,,9165,24479
Zimbabwe,HVA_EPI_INF_ANN_0-19: Estimated number of new HIV infections (children aged 0-19 years), Total,2010,27000,NUMBER: Number,,,9023,25145
Zimbabwe,HVA_EPI_INF_ANN_15-24: Estimated number of new HIV infections (adolescents and young people aged 15-24 years), Total,2010,27000,NUMBER: Number,,,8894,25949
Zimbabwe,"HVA_EPI_INF_RT: Estimated incidence rate (new HIV infection per 1,000 uninfected population)", Total,2010,7.2,"RATE_1000: Rate per 1,000 of Population",,,8864,26942
Zimbabwe,"HVA_EPI_INF_RT_0-14: Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)", Total,2010,9.15,"RATE_1000: Rate per 1,000 of Population",,,8599,27905
Zimbabwe,HVA_EPI_LHIV_0-19: Estimated number of children (aged 0-19 years) living with HIV, Total,2010,230000,NUMBER: Number,,,8355,29135
Zimbabwe,HVA_EPI_LHIV_15-24: Estimated number of adolescents and young people (aged 15-24 years) living with HIV, Total,2010,180000,NUMBER: Number,,,7980,30325
Zimbabwe,HVA_PED_ART_CVG: Per cent of children (aged 0-14 years) living with HIV and receiving antiretroviral therapy (ART), Total,2010,19.9,PCNT: %,,,7591,31729
Zimbabwe,HVA_PED_ART_NUM: Reported number of children (aged 0-14 years) receiving antiretroviral treatment (ART), Total,2010,32900,NUMBER: Number,,,7136,33348
Zimbabwe,HVA_PED_LOST: Estimated number of children (aged 0-17 years) who have lost one or both parents due to all causes, Total,2010,1280000,NUMBER: Number,,,17826,45952
Zimbabwe,HVA_PED_LOST_AIDS: Estimated number of children (aged 0-17 years) who have lost one or both parents due to AIDS, Total,2010,1040000,NUMBER: Number,,,17671,46904
Zimbabwe,HVA_PMTCT_ART_CVG: Per cent of pregnant women living with HIV receiving lifelong ART, Total,2010,29.8,PCNT: %,,,17311,47912
Zimbabwe,HVA_PMTCT_ART_NUM: Reported number of pregnant women living with HIV receiving lifelong antiretroviral treatment (ART), Total,2010,21100,NUMBER: Number,,,16974,49308
Zimbabwe,HVA_PMTCT_ARV_CVG: Per cent of pregnant women living with HIV receiving effective ARVs for PMTCT (excludes single-dose nevirapine), Total,2010,29.8,PCNT: %,,,16724,50977
Zimbabwe,HVA_PMTCT_ARV_NUM: Reported number of pregnant woment living with HIV receiving anitretroviral treatments (ARVs) for prevention of mother to child transmission programmes (PMTCT), Total,2010,21100,NUMBER: Number,,,16223,52818
Zimbabwe,HVA_PMTCT_MTCT: Mother-to-child HIV transmission rate, Total,2010,24.11,RATE_100: Rate per 100 of Population,,,15850,54986
Zimbabwe,IM_BCG: Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis), Total,2010,99,PCNT: %,,,15094,56969
Zimbabwe,IM_DTP1: Percentage of surviving infants who received the first dose of DTP-containing vaccine, Total,2010,95,PCNT: %,,,14222,59348
Zimbabwe,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine, Total,2010,89,PCNT: %,,,13397,62231
Zimbabwe,IM_HEPB3: Percentage of surviving infants who received the third dose of hep B-containing vaccine, Total,2010,90,PCNT: %,,,24611,39727
Zimbabwe,IM_HIB3: Percentage of surviving infants who received the third dose of Hib-containing vaccine, Total,2010,90,PCNT: %,,,24413,40189
Zimbabwe,IM_MCV1: Percentage of surviving infants who received the first dose of measles-containing vaccine, Total,2010,90,PCNT: %,,,24171,40667
Zimbabwe,IM_POL3: Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine, Total,2010,89,PCNT: %,,,23643,40839
 Nigeria,CME_MRY0: Infant mortality rate,Female,2010,76.40472374,"D_PER_1000_B: Deaths per 1,000 live births",,,23343,41530
 Nigeria,CME_MRY0T4: Under-five mortality rate,Female,2010,127.5971256,"D_PER_1000_B: Deaths per 1,000 live births",,,22924,41937
 Nigeria,CME_MRY10T14: Mortality rate age 10-14,Female,2010,8.107806814,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,22473,42846
 Nigeria,CME_MRY10T19: Mortality rate age 10-19,Female,2010,18.31467661,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,21953,43611
 Nigeria,CME_MRY15T19: Mortality rate age 15-19,Female,2010,10.29030157,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,21631,44900
 Nigeria,CME_MRY15T24: Mortality rate age 15-24,Female,2010,24.38992558,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,21257,46330
 Nigeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),Female,2010,55.38424873,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,24209,39917
 Nigeria,CME_MRY20T24: Mortality rate age 20-24,Female,2010,14.24622193,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,24210,40668
 Nigeria,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Female,2010,23.98346815,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,24349,41589
 Nigeria,CME_MRY5T24: Mortality rate age 5-24,Female,2010,47.78843872,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,24732,43061
 Nigeria,CME_MRY5T9: Mortality rate age 5-9,Female,2010,16.00543027,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,25083,44653
 Nigeria,CME_TMY0: Infant deaths,Female,2010,248363,D: Number of deaths,,,25376,46404
 Nigeria,CME_TMY0T4: Under-five deaths,Female,2010,406642,D: Number of deaths,,,25566,48189
 Nigeria,CME_TMY10T14: Deaths aged 10 to 14,Female,2010,15380,D: Number of deaths,,,25608,50046
 Nigeria,CME_TMY10T19: Deaths aged 10 to 19,Female,2010,31943,D: Number of deaths,,,25433,51745
 Nigeria,CME_TMY15T19: Deaths aged 15 to 19,Female,2010,16563,D: Number of deaths,,,25393,53733
 Nigeria,CME_TMY15T24: Deaths aged 15 to 24,Female,2010,36267,D: Number of deaths,,,49023,79379
 Nigeria,CME_TMY1T4: Child deaths (aged 1-4 years),Female,2010,158279,D: Number of deaths,,,48960,80405
 Nigeria,CME_TMY20T24: Deaths aged 20 to 24,Female,2010,19704,D: Number of deaths,,,48888,81776
 Nigeria,CME_TMY5T14: Deaths (children aged 5-14),Female,2010,52580,D: Number of deaths,,,48855,83612
 Nigeria,CME_TMY5T24: Deaths aged 5 to 24,Female,2010,88847,D: Number of deaths,,,48763,85534
 Nigeria,CME_TMY5T9: Deaths aged 5 to 9,Female,2010,37200,D: Number of deaths,,,48546,87925
 Nigeria,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Female,2010,7000,NUMBER: Number,,,48427,90440
 Nigeria,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Female,2010,9.4,PCNT: %,,,47929,93073
Zimbabwe,CME_MRY0: Infant mortality rate,Female,2010,46.91900136,"D_PER_1000_B: Deaths per 1,000 live births",,,47421,95942
Zimbabwe,CME_MRY0T4: Under-five mortality rate,Female,2010,79.35630326,"D_PER_1000_B: Deaths per 1,000 live births",,,46998,99525
Zimbabwe,CME_MRY10T14: Mortality rate age 10-14,Female,2010,7.648179057,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,13678,20018
Zimbabwe,CME_MRY10T19: Mortality rate age 10-19,Female,2010,17.53129955,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,13652,20169
Zimbabwe,CME_MRY15T19: Mortality rate age 15-19,Female,2010,9.959290932,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,13498,20146
Zimbabwe,CME_MRY15T24: Mortality rate age 15-24,Female,2010,30.03922189,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,13127,19940
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years),Female,2010,34.02110912,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,12902,19894
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24,Female,2010,20.28192455,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,12555,19857
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Female,2010,15.18553489,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,12283,20118
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24,Female,2010,44.76859513,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,11906,20308
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9,Female,2010,7.595447173,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,11743,20902
Zimbabwe,CME_TMY0: Infant deaths,Female,2010,10926,D: Number of deaths,,,11499,21565
Zimbabwe,CME_TMY0T4: Under-five deaths,Female,2010,17961,D: Number of deaths,,,12611,18629
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14,Female,2010,1295,D: Number of deaths,,,12607,18851
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19,Female,2010,2748,D: Number of deaths,,,12795,19297
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19,Female,2010,1453,D: Number of deaths,,,13180,20177
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24,Female,2010,4372,D: Number of deaths,,,13525,20842
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years),Female,2010,7035,D: Number of deaths,,,13869,21810
Zimbabwe,CME_TMY20T24: Deaths aged 20 to 24,Female,2010,2919,D: Number of deaths,,,14032,22722
Zimbabwe,CME_TMY5T14: Deaths (children aged 5-14),Female,2010,2734,D: Number of deaths,,,14363,23917
Zimbabwe,CME_TMY5T24: Deaths aged 5 to 24,Female,2010,7106,D: Number of deaths,,,14201,24892
Zimbabwe,CME_TMY5T9: Deaths aged 5 to 9,Female,2010,1439,D: Number of deaths,,,14270,25979
Zimbabwe,GN_ANEMIA_ADOL_GRL: adolescent girls with any anaemia,Female,2010,25.7,PCNT: %,,,26677,38060
Zimbabwe,GN_STUNT_ADOL_GRL: stunting among adolescent girls,Female,2010,1.2,PCNT: %,,,26781,38395
Zimbabwe,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Female,2010,7800,NUMBER: Number,,,26779,38846
Zimbabwe,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Female,2010,12.7,PCNT: %,,,26819,39463
Zimbabwe,HVA_EPI_DTH_ANN_0-19: Estimated number of annual AIDS-related deaths (children aged 0-19 years),Female,2010,7200,NUMBER: Number,,,26899,40233
Zimbabwe,HVA_EPI_DTH_ANN_15-24: Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Female,2010,2000,NUMBER: Number,,,26949,41144
Zimbabwe,"HVA_EPI_DTH_RT: Estimated rate of annual AIDS-related deaths (per 100,000 population)",Female,2010,114.16,"RATE_100000: Rate per 100,000 of Population",,,26881,42269
Zimbabwe,"HVA_EPI_DTH_RT_0-14: Estimated rate of annual AIDS-related deaths (per 100,000 population, children aged 0-14 years)",Female,2010,252.92,"RATE_100000: Rate per 100,000 of Population",,,26792,43441
Zimbabwe,"HVA_EPI_DTH_RT_10-19: Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)",Female,2010,119.26,"RATE_100000: Rate per 100,000 of Population",,,26617,44868
Zimbabwe,HVA_EPI_INF_ANN_0-19: Estimated number of new HIV infections (children aged 0-19 years),Female,2010,17000,NUMBER: Number,,,26516,46608
Zimbabwe,HVA_EPI_INF_ANN_15-24: Estimated number of new HIV infections (adolescents and young people aged 15-24 years),Female,2010,18000,NUMBER: Number,,,32485,42195
Zimbabwe,"HVA_EPI_INF_RT: Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Female,2010,12.01,"RATE_1000: Rate per 1,000 of Population",,,32127,41743
Zimbabwe,"HVA_EPI_INF_RT_0-14: Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",Female,2010,9.11,"RATE_1000: Rate per 1,000 of Population",,,31690,41508
Zimbabwe,HVA_EPI_LHIV_0-19: Estimated number of children (aged 0-19 years) living with HIV,Female,2010,120000,NUMBER: Number,,,30677,40835
Zimbabwe,HVA_EPI_LHIV_15-24: Estimated number of adolescents and young people (aged 15-24 years) living with HIV,Female,2010,130000,NUMBER: Number,,,29966,40419
 Nigeria,CME_MRY0: Infant mortality rate,Male,2010,91.57007005,"D_PER_1000_B: Deaths per 1,000 live births",,,29422,40846
 Nigeria,CME_MRY0T4: Under-five mortality rate,Male,2010,142.5553665,"D_PER_1000_B: Deaths per 1,000 live births",,,28973,41277
 Nigeria,CME_MRY10T14: Mortality rate age 10-14,Male,2010,8.612413556,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,28222,41498
 Nigeria,CME_MRY10T19: Mortality rate age 10-19,Male,2010,18.03535941,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,27570,42225
 Nigeria,CME_MRY15T19: Mortality rate age 15-19,Male,2010,9.504805169,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,26699,42975
 Nigeria,CME_MRY15T24: Mortality rate age 15-24,Male,2010,22.00220604,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,29114,37589
 Nigeria,CME_MRY1T4: Child mortality rate (aged 1-4 years),Male,2010,56.16047802,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,29189,37978
 Nigeria,CME_MRY20T24: Mortality rate age 20-24,Male,2010,12.6173261,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,29404,38500
 Nigeria,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Male,2010,25.3508004,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,30239,39909
 Nigeria,CME_MRY5T24: Mortality rate age 5-24,Male,2010,46.79523291,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,30818,41233
 Nigeria,CME_MRY5T9: Mortality rate age 5-9,Male,2010,16.88379709,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,31084,42290
 Nigeria,CME_TMY0: Infant deaths,Male,2010,308819,D: Number of deaths,,,31164,43436
 Nigeria,CME_TMY0T4: Under-five deaths,Male,2010,472894,D: Number of deaths,,,31359,45000
 Nigeria,CME_TMY10T14: Deaths aged 10 to 14,Male,2010,16854,D: Number of deaths,,,31216,46602
 Nigeria,CME_TMY10T19: Deaths aged 10 to 19,Male,2010,32617,D: Number of deaths,,,31058,48523
 Nigeria,CME_TMY15T19: Deaths aged 15 to 19,Male,2010,15763,D: Number of deaths,,,62505,78666
 Nigeria,CME_TMY15T24: Deaths aged 15 to 24,Male,2010,33576,D: Number of deaths,,,62156,78769
 Nigeria,CME_TMY1T4: Child deaths (aged 1-4 years),Male,2010,164075,D: Number of deaths,,,62013,79006
 Nigeria,CME_TMY20T24: Deaths aged 20 to 24,Male,2010,17813,D: Number of deaths,,,61859,79792
 Nigeria,CME_TMY5T14: Deaths (children aged 5-14),Male,2010,57222,D: Number of deaths,,,61760,80743
 Nigeria,CME_TMY5T24: Deaths aged 5 to 24,Male,2010,90798,D: Number of deaths,,,61526,82008
 Nigeria,CME_TMY5T9: Deaths aged 5 to 9,Male,2010,40368,D: Number of deaths,,,61237,83588
 Nigeria,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Male,2010,5700,NUMBER: Number,,,60718,85532
 Nigeria,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Male,2010,11.7,PCNT: %,,,59885,87476
Zimbabwe,CME_MRY0: Infant mortality rate,Male,2010,57.71159265,"D_PER_1000_B: Deaths per 1,000 live births",,,58811,90313
Zimbabwe,CME_MRY0T4: Under-five mortality rate,Male,2010,91.0948726,"D_PER_1000_B: Deaths per 1,000 live births",,,143964,173708
Zimbabwe,CME_MRY10T14: Mortality rate age 10-14,Male,2010,7.366989304,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,142526,174284
Zimbabwe,CME_MRY10T19: Mortality rate age 10-19,Male,2010,17.97457957,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,141781,176016
Zimbabwe,CME_MRY15T19: Mortality rate age 15-19,Male,2010,10.68631625,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,140836,178646
Zimbabwe,CME_MRY15T24: Mortality rate age 15-24,Male,2010,28.15259026,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,139823,181876
Zimbabwe,CME_MRY1T4: Child mortality rate (aged 1-4 years),Male,2010,35.41382089,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,138302,185842
Zimbabwe,CME_MRY20T24: Mortality rate age 20-24,Male,2010,17.65494029,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,137057,190573
Zimbabwe,CME_MRY5T14: Mortality rate (children aged 5 to 14 years),Male,2010,15.40375608,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,134682,195900
Zimbabwe,CME_MRY5T24: Mortality rate age 5-24,Male,2010,43.12269071,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,131051,201679
Zimbabwe,CME_MRY5T9: Mortality rate age 5-9,Male,2010,8.096412965,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,126381,205759
Zimbabwe,CME_TMY0: Infant deaths,Male,2010,13699,D: Number of deaths,,,149300,181041
Zimbabwe,CME_TMY0T4: Under-five deaths,Male,2010,21088,D: Number of deaths,,,147574,181546
Zimbabwe,CME_TMY10T14: Deaths aged 10 to 14,Male,2010,1205,D: Number of deaths,,,146544,182967
Zimbabwe,CME_TMY10T19: Deaths aged 10 to 19,Male,2010,2627,D: Number of deaths,,,145330,185454
Zimbabwe,CME_TMY15T19: Deaths aged 15 to 19,Male,2010,1422,D: Number of deaths,,,144433,188943
Zimbabwe,CME_TMY15T24: Deaths aged 15 to 24,Male,2010,3454,D: Number of deaths,,,143217,193218
Zimbabwe,CME_TMY1T4: Child deaths (aged 1-4 years),Male,2010,7389,D: Number of deaths,,,141009,198093
Zimbabwe,CME_TMY20T24: Deaths aged 20 to 24,Male,2010,2032,D: Number of deaths,,,137948,203604
Zimbabwe,CME_TMY5T14: Deaths (children aged 5-14),Male,2010,2698,D: Number of deaths,,,134132,209018
Zimbabwe,CME_TMY5T24: Deaths aged 5 to 24,Male,2010,6152,D: Number of deaths,,,129038,213331
Zimbabwe,CME_TMY5T9: Deaths aged 5 to 9,Male,2010,1493,D: Number of deaths,,,294136,353818
Zimbabwe,HVA_ADOL_ART_RECEIVE: Reported number of adolescents receiving ART,Male,2010,5900,NUMBER: Number,,,291260,355054
Zimbabwe,HVA_ADOL_ART_RECEIVE_LIVING_HIV: Per cent of adolescents living with HIV receiving ART,Male,2010,14.2,PCNT: %,,,288856,358102
Zimbabwe,HVA_EPI_DTH_ANN_0-19: Estimated number of annual AIDS-related deaths (children aged 0-19 years),Male,2010,7300,NUMBER: Number,,,286755,363351
Zimbabwe,HVA_EPI_DTH_ANN_15-24: Estimated number of annual AIDS-related deaths (adolescents and young people aged 15-24 years),Male,2010,1400,NUMBER: Number,,,284697,370187
Zimbabwe,"HVA_EPI_DTH_RT: Estimated rate of annual AIDS-related deaths (per 100,000 population)",Male,2010,117.17,"RATE_100000: Rate per 100,000 of Population",,,282283,378313
Zimbabwe,"HVA_EPI_DTH_RT_0-14: Estimated rate of annual AIDS-related deaths (per 100,000 population, children aged 0-14 years)",Male,2010,255.56,"RATE_100000: Rate per 100,000 of Population",,,278703,388704
Zimbabwe,"HVA_EPI_DTH_RT_10-19: Estimated rate of annual AIDS-related deaths (per 100,000 population, adolescents aged 10-19 years)",Male,2010,121.12,"RATE_100000: Rate per 100,000 of Population",,,272635,398704
Zimbabwe,HVA_EPI_INF_ANN_0-19: Estimated number of new HIV infections (children aged 0-19 years),Male,2010,10000,NUMBER: Number,,,265496,409601
Zimbabwe,HVA_EPI_INF_ANN_15-24: Estimated number of new HIV infections (adolescents and young people aged 15-24 years),Male,2010,8200,NUMBER: Number,,,255908,419139
Zimbabwe,"HVA_EPI_INF_RT: Estimated incidence rate (new HIV infection per 1,000 uninfected population)",Male,2010,2.45,"RATE_1000: Rate per 1,000 of Population",,,15303,25889
Zimbabwe,"HVA_EPI_INF_RT_0-14: Estimated incidence rate (new HIV infection per 1,000 uninfected population, children aged 0-14 years)",Male,2010,9.2,"RATE_1000: Rate per 1,000 of Population",,,14911,25420
Zimbabwe,HVA_EPI_LHIV_0-19: Estimated number of children (aged 0-19 years) living with HIV,Male,2010,100000,NUMBER: Number,,,14552,25364
Zimbabwe,HVA_EPI_LHIV_15-24: Estimated number of adolescents and young people (aged 15-24 years) living with HIV,Male,2010,56000,NUMBER: Number,,,13825,24881
 Nigeria,CME_MRM0: Neonatal mortality rate, Total,2011,37.72163874,"D_PER_1000_B: Deaths per 1,000 live births",,,13289,24633
 Nigeria,CME_MRM1T11: Mortality rate age 1-11 months, Total,2011,46.92443799,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,12959,25295
 Nigeria,CME_MRM1T59: Mortality rate 1-59 months, Total,2011,98.9147366,"D_PER_1000_1M: Deaths per 1,000 children aged 1 month",,,12432,25828
 Nigeria,CME_MRY0: Infant mortality rate, Total,2011,82.87601002,"D_PER_1000_B: Deaths per 1,000 live births",,,11755,26350
 Nigeria,CME_MRY0T4: Under-five mortality rate, Total,2011,132.9051494,"D_PER_1000_B: Deaths per 1,000 live births",,,10812,26860
 Nigeria,CME_MRY10T14: Mortality rate age 10-14, Total,2011,8.216838739,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,9888,27572
 Nigeria,CME_MRY10T19: Mortality rate age 10-19, Total,2011,17.82438084,"D_PER_1000_10: Deaths per 1,000 children aged 10",,,13159,22469
 Nigeria,CME_MRY15T19: Mortality rate age 15-19, Total,2011,9.687139767,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,13207,22784
 Nigeria,CME_MRY15T24: Mortality rate age 15-24, Total,2011,22.64592273,"D_PER_1000_15: Deaths per 1,000 youths aged 15",,,13123,23133
 Nigeria,CME_MRY1T4: Child mortality rate (aged 1-4 years), Total,2011,54.55002802,"D_PER_1000_1: Deaths per 1,000 children aged 1",,,13370,23938
 Nigeria,CME_MRY20T24: Mortality rate age 20-24, Total,2011,13.08554446,"D_PER_1000_20: Deaths per 1,000 children aged 20",,,13425,24942
 Nigeria,CME_MRY5T14: Mortality rate (children aged 5 to 14 years), Total,2011,24.14141765,"D_PER_1000_5: Deaths per 1,000 children aged 5",,,12876,25245
